q, coeff
1.0e-8,0.9141923517475232
0.0200000098,0.9744228021225132
0.0400000096,1.0097940144172552
0.0600000094,1.035726393113661
0.0800000092,1.0556012847298692
0.100000009,1.0710755344573422
0.1200000088,1.0831803790754946
0.1400000086,1.092610699933676
0.1600000084,1.0998748300078756
0.1800000082,1.1053594413868166
0.200000008,1.1093685438335241
0.2200000078,1.1121420131008781
0.2400000076,1.1138800894214003
0.2600000074,1.1147417763524952
0.2800000072,1.1148651173406028
0.300000007,1.1143600812703414
0.3200000068,1.1133241985454196
0.3400000066,1.111836237233954
0.3600000064,1.1099655913478952
0.3800000062,1.1077709100734057
0.400000006,1.1053009937256848
0.4200000058,1.1026001320262233
0.4400000056,1.0997039137482345
0.4600000054,1.0966443311182783
0.4800000052,1.0934489782918742
0.500000005,1.090140575475997
0.5200000048,1.0867396218837526
0.5400000046,1.083262744235772
0.5600000044,1.0797250624198607
0.5800000042,1.0761389764101412
0.600000004,1.0725145671410536
0.6200000038,1.0688612075210013
0.6400000036,1.0651864330478482
0.6600000034,1.0614960464016492
0.6800000032,1.0577953327111984
0.700000003,1.054088243804925
0.7200000028,1.0503784786553667
0.7400000026,1.046668676903808
0.7600000024,1.0429612465333296
0.7800000022,1.0392586729318025
0.800000002,1.03556367958854
0.8200000018,1.03187951891776
0.8400000016,1.0282106542603795
0.8600000014,1.0245632973195926
0.8800000012,1.0209455312474272
0.900000001,1.017366903910573
0.9200000008,1.0138234505628752
0.9400000006,1.0103144711720056
0.9600000004,1.0068439456008564
0.9800000002,1.003408736980384
1.0,0.9999998535121649
